VIN (1-10),County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location
1G1RB6S55H,King,SEATTLE,WA,98112,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,43,148364205,POINT (-122.296466 47.631708)
5YJXCDE49H,Pierce,LAKE TAPPS,WA,98391,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,31,189104261,POINT (-122.170798 47.184615)
5YJ3E1EBXK,Snohomish,BOTHELL,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,1,127084576,POINT (-122.20151499999999 47.843376)
WBY1Z4C53F,Clark,CAMAS,WA,98607,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,18,282862135,POINT (-122.40849800000001 45.620943)
1G1RA6E43C,King,SEATTLE,WA,98115,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,39145,43,110935086,POINT (-122.297534 47.685291)
JA4J24A59J,Kitsap,BREMERTON,WA,98310,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,34595,23,324186887,POINT (-122.62320800000002 47.590898)
5YJ3E1EB7J,King,SEATTLE,WA,98103,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,46,475630046,POINT (-122.343577 47.672491)
SALGS4RY3L,Kittitas,CLE ELUM,WA,98922,2020,LAND ROVER,RANGE ROVER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,13,127377435,POINT (-120.997348 47.25791)
5UXKT0C5XG,King,SHORELINE,WA,98177,2016,BMW,X5 XDRIVE40E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,62100,32,477836145,POINT (-122.37015900000002 47.743354)
3C3CFFGE0D,Kitsap,PORT ORCHARD,WA,98367,2013,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,26,135097532,POINT (-122.65890100000001 47.466778)
1N4AZ0CP0D,King,SEATTLE,WA,98118,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,37,234557515,POINT (-122.275593 47.54055)
5YJXCDE23G,King,RENTON,WA,98059,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,74000,11,107569633,POINT (-122.132064 47.494834)
5YJ3E1EB8L,King,BELLEVUE,WA,98004,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,41,110261273,POINT (-122.20316899999999 47.619011)
1N4AZ0CP7D,Chelan,MANSON,WA,98831,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,12,229699277,POINT (-120.126821 47.921509)
5YJ3E1EA5K,Thurston,OLYMPIA,WA,98502,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,22,475823134,POINT (-122.97996899999998 47.078241)
WAUUPBFF1G,King,SEATTLE,WA,98116,2016,AUDI,A3 E-TRON,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,37900,34,121551216,POINT (-122.394511 47.574001)
